query,tool_call
Can we schedule a routine system calibration for Quetzal before the next science cycle begins?,"schedule_maintenance(module='quetzal',task='system_calibration',priority='routine')"
Can we schedule a routine system calibration for Vicuña during the next maintenance window?,"schedule_maintenance(module='vicuna',task='system_calibration',priority='routine')"
Can you clarify the differences in rotation policies between MASA and our international partners during joint missions?,no_action
Can you clarify the procedures for coordinating between ground control and Medical Officer Lucía Mendoza when reviewing crew health data during a long-duration mission?,no_action
"Can you confirm the current crew schedule and activities in Jaguar, specifically for Engineer Kozlov, before the next shift change?","get_crew_status(module='jaguar',info='schedule')"
"Can you confirm the longest continuous EVA ever performed from **Kuntur Station**, including the names of the crew involved?",no_action
Can you confirm the primary function of the Quetzal module for the incoming crew briefing before the next shift change?,no_action
Can you confirm the primary operational objectives of MASA's Kuntur Station and the current mission designation?,no_action
Can you confirm the primary operational objectives of MASA's Kuntur Station and the roles of each module in the current Cóndor-7 mission?,no_action
Can you confirm the primary research objectives for the current scientific program onboard Quetzal?,no_action
Can you confirm the standard crew rotation schedule for Kuntur Station during the Cóndor-7 mission?,no_action
Can you confirm the standard duration of crew rotations aboard Kuntur Station and how that’s evolved since the Cóndor-7 mission?,no_action
Can you confirm the standard duration of crew rotations aboard Kuntur Station and how that’s evolved since the initial Cóndor missions?,no_action
Can you confirm the standard operating procedure for handling a loss of comms with Colibrí module during a crewed EVA?,no_action
Can you confirm whether Commander Reyes has any formal training in conflict resolution for long-duration crew dynamics?,no_action
"Can you describe the most complex EVA ever performed on **Kuntur Station**, including the tools and techniques used?",no_action
Can you elaborate on the training programs that MASA has developed in collaboration with international partners?,no_action
Can you explain the difference between routine daily comms and emergency priority protocols?,no_action
Can you explain the difference between routine status updates and priority transmissions in our comms procedures?,no_action
Can you explain the reasoning behind the circular corridor design in the Cóndor module?,no_action
"Can you give me a brief overview of the mission timeline for Cóndor-5, including key milestones and objectives?",no_action
Can you give me a brief overview of the most recent EVA conducted outside the **Jaguar** module?,no_action
Can you give me a quick overview of Kuntur Station's current mission and module layout before the next crew briefing?,no_action
Can you give me a quick overview of Kuntur Station's current mission and module layout before the next shift change?,no_action
Can you give me a quick overview of Kuntur Station's current mission and module layout for the new trainee's orientation?,no_action
Can you give me a quick overview of MASA's mission history and the main objectives for the current Cóndor-7 mission?,no_action
Can you give me a quick overview of when the first module was launched and how long it took to assemble the core structure?,no_action
Can you give me a rundown of the oxygen regulator incident that occurred during the 2022 deployment to the Quetzal module?,no_action
Can you give me an overview of the long-term research objectives for the microgravity protein crystallization experiments conducted in the Quetzal module during the Cóndor-7 mission?,no_action
Can you give me the current activity status for the crew in Cóndor module?,"get_crew_status(module='condor',info='current_activity')"
Can you give me the current activity status for the crew in Tucán module?,"get_crew_status(module='tucan',info='current_activity')"
Can you give me the current schedule for the crew in Quetzal?,"get_crew_status(module='quetzal',info='schedule')"
Can you give me the overview of MASA's current mission and station layout for the new trainee briefing?,no_action
Can you have the engineer review the latest structural integrity readings from Quetzal and confirm if any follow-up is needed?,"send_message(recipient='engineer',priority='medium')"
Can you outline the key points of the 2034 agreement with South Africa’s space agency regarding joint biological experiments?,no_action
Can you outline the standard communication steps between ground control and Engineer Pavel Kozlov when troubleshooting a minor electrical fault in the Colibrí module?,no_action
"Can you pass a message to Kozlov about the scheduled maintenance on Jaguar's water recycling system later today? No rush, just a heads-up.","send_message(recipient='engineer',priority='low')"
"Can you pass along a reminder to the Commander about the upcoming crew debrief scheduled in 30 minutes? No rush, just for awareness.","send_message(recipient='commander',priority='low')"
Can you provide details on the joint ventures between MASA and the United Arab Emirates Space Agency?,no_action
Can you provide details on the radiation shielding issue detected during the Jaguar module's construction?,no_action
Can you pull the latest training module completion records for the crew before the next shift?,no_action
Can you pull the mission history for the Kuntur Station's Cóndor-7 mission before the next shift change?,no_action
Can you pull the scientific research program details for the current mission before the next crew briefing?,no_action
Can you pull the scientific research program objectives for the current mission so I can brief the new shift lead on the key experiments?,no_action
Can you pull up the background details on Engineer Pavel Kozlov for the incoming crew briefing before the next shift change?,no_action
Can you pull up the background details on Engineer Pavel Kozlov for the incoming crew briefing?,no_action
Can you pull up the crew background profile for Fatima Al-Hassan? I need it for the pre-mission briefing.,no_action
Can you pull up the full background profile for Commander Santiago Reyes before the next crew briefing?,no_action
Can you pull up the historical rotation schedule for the medical officer position over the past five years?,no_action
Can you pull up the mission history for Kuntur Station's Cóndor-7 mission before the next crew briefing?,no_action
Can you pull up the mission history for Kuntur Station's Cóndor-7 mission before the next shift change?,no_action
Can you pull up the overview of MASA's current mission objectives and key personnel for the Cóndor-7 mission?,no_action
Can you pull up the overview of MASA's operational structure and current mission objectives for the Cóndor-7 crew?,no_action
Can you pull up the overview of the scientific experiments currently running in Quetzal? I need to brief Commander Reyes before the next shift change.,no_action
Can you pull up the overview of the scientific experiments currently running in Quetzal? I need to brief the next shift on the program status.,no_action
Can you pull up the training module for handling a decompression event in Jaguar? Kozlov mentioned needing a refresher before the next drill.,no_action
