id,query,tool_call
Q-00204,"We’re seeing a rapid temperature rise in Quetzal, currently at 4.4 degrees per minute. What emergency procedure should we initiate for this scenario?","activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-00205,Boost cooling in Jaguar now—Kozlov reports temps climbing toward upper limits and systems are straining.,"control_system(module='jaguar',system='cooling',action='increase')"
Q-00206,Jaguar power grid showing 98.6% consumption and climbing rapidly — Kozlov reports stress alarms. What emergency procedure covers this scenario?,"send_alert(module='jaguar',severity='critical',reason='power_fluctuation')"
Q-00207,Tucán pressure sensors just hit 70.7 kPa and still dropping—what emergency response should we initiate? Commander Reyes is already moving the crew to Cóndor.,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Q-00208,We’re seeing elevated CO₂ in Colibrí—readings just hit 2.1% and rising. Crew reports headaches. What emergency procedure covers this?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-00209,Medical Officer Mendoza reports urgent need for emergency medical supplies—initiate immediate restock from Vicuña.,"request_supply(category='medical',urgency='emergency')"
Q-00211,Can we schedule a routine power cell swap in Vicuña during the next maintenance window?,"schedule_maintenance(module='vicuna',task='power_cell_swap',priority='routine')"
Q-00212,Kai just reported Vicuña's temperature sensors showing a rise of 4.1 degrees per minute — what emergency steps should we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-00213,"We've got a rapid pressure drop in Quetzal, currently reading 70.1 kPa. What emergency procedure should we initiate for this situation?","send_alert(module='quetzal',severity='critical',reason='pressure_drop')"
Q-00214,Check the inventory for spare parts in Vicuña and submit a routine restock request before the next cargo transfer.,"request_supply(category='spare_parts',urgency='routine')"
Q-00215,We've lost all contact with Colibrí for 76 minutes—should we flag this up the chain for emergency response?,"send_alert(module='colibri',severity='high',reason='communication_loss')"
Q-00216,Jaguar hull stress sensors hit 92.0%—Commander Reyes reports possible micrometeorite impact. What emergency procedure should we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-00217,I need to log an alert — pressure sensors in Jaguar are showing 89.3 kPa and still dropping. What emergency steps should we initiate for this situation?,"send_alert(module='jaguar',severity='high',reason='pressure_drop')"
Q-00218,Tucán oxygen concentration has dropped to 13.6% — what emergency procedure do we need to activate here?,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-00219,Give me the radiation levels in Quetzal for the past six hours—Nakamura mentioned unusual readings during the last experiment.,"get_telemetry(module='quetzal',metric='radiation',timeframe_hours=6)"
Q-00220,Cóndor's oxygen concentration has dropped to 14.3% over the past 30 minutes—should we escalate this to the command team?,"send_alert(module='condor',severity='high',reason='oxygen_leak')"
Q-00221,Oxygen readings in Vicuña just dropped to 14.6% and still falling — what emergency procedure do we initiate right now?,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')"
Q-00223,Radiation sensors in Colibrí just spiked to 11.0 mSv/hr and are still climbing—what emergency procedure should we initiate for this scenario?,"send_alert(module='colibri',severity='critical',reason='radiation_spike')"
Q-00226,Tucán oxygen concentration has dropped to 15.0% and is still falling — should we log an alert on this?,"send_alert(module='tucan',severity='high',reason='oxygen_leak')"
Q-00227,We've lost all contact with Colibrí for 64 minutes—what emergency procedure covers this kind of communications blackout?,"activate_protocol(protocol_id='MASA-SEC-007',scope='station_wide')"
Q-00228,Jaguar oxygen concentration has dropped to 12.1%—Engineer Kozlov reports crew experiencing lightheadedness. What emergency steps do we initiate?,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-00230,Tucán pressure sensors are at 85.9 kPa and still dropping—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-00232,Kai Nakamura just reported CO2 concentration in Quetzal is at 2.8% and rising—crew has headaches. What emergency steps do we take?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-00233,Medical Officer Mendoza reports urgent need for emergency medical supplies—initiate immediate restock from Vicuña cargo.,"request_supply(category='medical',urgency='emergency')"
Q-00234,Radiation sensors in Quetzal are reading 7.2 mSv/hr—what emergency response should we initiate?,"send_alert(module='quetzal',severity='critical',reason='radiation_spike')"
Q-00235,Cóndor radiation sensors are showing 2.1 mSv/hr and climbing—Commander Reyes has flagged this. What emergency procedure should we initiate?,"send_alert(module='condor',severity='high',reason='radiation_spike')"
Q-00236,"We’ve got a pressure anomaly in Vicuña—readings just hit 88.1 kPa and still dropping. Commander Reyes is monitoring, but what emergency steps do we take here?","activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-00237,We need an immediate trajectory calculation for station-keeping—altitude is dropping and we can't afford drift before the next shift change.,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')"
Q-00238,I need to log an alert — Colibrí's temperature is rising at 2.7 degrees per minute. What emergency procedure should we follow for this?,"send_alert(module='colibri',severity='critical',reason='abnormal_temperature')"
Q-00239,We need an immediate trajectory calculation for the incoming docking maneuver—confirm parameters before the next shift change.,"calculate_trajectory(maneuver='docking',urgency='immediate')"
Q-00240,We’ve got a pressure anomaly in Quetzal—readings are at 88.1 kPa and still declining. What emergency steps should we take for this situation?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-00241,Kai Nakamura just reported CO2 concentration in Jaguar has hit 3.0% and crew members are experiencing headaches. Should we escalate this immediately?,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')"
Q-00242,Cóndor radiation sensors are showing 9.1 mSv/hr—what emergency procedure do we follow?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-00243,Notify Specialist Nakamura that the sample analysis from Quetzal is ready for review and needs his input before the next shift.,"send_message(recipient='specialist_1',priority='medium')"
Q-00244,Cóndor airlock equalization rate is at 0.9 kPa per minute and rising—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Q-00246,Check the current health status for the crew in Cóndor—Commander Reyes just reported feeling lightheaded during the systems check.,"get_crew_status(module='condor',info='health')"
Q-00247,Kai Nakamura just reported CO2 concentration in Jaguar has hit 2.4% and crew members are experiencing headaches. What emergency procedure should we initiate for this situation?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-00248,Radiation sensors in Colibrí are reading 6.3 mSv/hr and rising—what emergency steps do we take for this scenario? Fatima flagged it during her systems check.,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-00249,Tucán radiation sensors are reading 9.7 mSv/hr and still rising — Medical Officer Mendoza just reported it. What emergency steps do we take?,"send_alert(module='tucan',severity='critical',reason='radiation_spike')"
Q-00250,Schedule a routine maintenance task for the power cell swap in the Jaguar module.,"schedule_maintenance(module='jaguar',task='power_cell_swap',priority='routine')"
Q-00253,We’ve got a pressure differential anomaly at Vicuña’s docking port—sensors showing 6.6 kPa during active docking. What emergency procedure covers this?,"activate_protocol(protocol_id='MASA-SEC-013',scope='module_only')"
Q-00256,Check the current communications system status in Vicuña—we need to confirm if the anomaly Kozlov reported is affecting cargo operations.,"get_module_status(module='vicuna',system='communications')"
Q-00257,Tucán pressure sensors are showing 87.3 kPa and still dropping—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-00258,Radiation sensors in Quetzal are reading 7.3 mSv/hr and rising—what emergency steps should we take for this scenario?,"send_alert(module='quetzal',severity='critical',reason='radiation_spike')"
Q-00260,"Medical Officer Mendoza, urgent message incoming—respond immediately to ground control.","send_message(recipient='medical_officer',priority='urgent')"
Q-00261,Activate the lighting systems in Cóndor module for Commander Reyes' operational checks.,"control_system(module='condor',system='lighting',action='activate')"
Q-00263,Cóndor pressure sensors just dropped to 71.3 kPa — what emergency procedure do we need to activate here?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-00264,Tucán power bus showing voltage fluctuations—readings just hit 100.1 V. Kai Nakamura reports lights flickering in the crew quarters. Should we escalate this?,"send_alert(module='tucan',severity='medium',reason='power_fluctuation')"
Q-00265,Radiation sensors in Tucán are reading 5.4 mSv/hr and climbing—what emergency procedure do we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
